Timestamp,Bin_0,Bin_1,Bin_2,Bin_3,Bin_4,Bin_5,Bin_6,Bin_7,Bin_8,Bin_9,Bin_10,Bin_11,Bin_12,Bin_13,Bin_14,Bin_15,Bin_16,Bin_17,Bin_18,Bin_19,Bin_20,Bin_21,Bin_22,Bin_23,Bin_24,Bin_25,Bin_26,Bin_27,Bin_28,Bin_29,Bin_30,Bin_31
2025-11-28 14:51:56.523,74,78,46,5,85,49,47,73,85,72,77,31,77,48,59,69,20,70,7,18,66,4,85,65,18,56,17,44,40,48,53,60
2025-11-28 14:51:57.524,42,17,8,24,92,52,86,74,48,95,40,35,45,37,38,67,58,13,18,80,72,4,9,62,21,78,64,47,60,45,59,53
2025-11-28 14:51:58.524,55,84,55,35,64,53,8,73,30,34,32,51,1,34,73,34,17,9,59,36,27,0,1,88,15,5,76,5,39,56,65,3
2025-11-28 14:51:59.525,87,88,38,16,36,52,3,55,10,17,3,68,56,32,69,76,89,9,30,31,26,22,78,10,87,56,78,5,26,20,53,17
2025-11-28 14:52:00.526,2,5,59,64,59,70,12,19,19,20,42,81,30,2,33,33,12,79,43,68,23,66,78,41,0,11,68,42,75,11,5,27
2025-11-28 14:52:01.526,32,3,29,84,40,56,76,36,26,61,42,75,61,90,39,28,12,16,58,18,90,33,53,26,73,50,41,18,39,57,47,61
2025-11-28 14:52:02.527,31,46,79,2,2,88,35,39,26,19,60,30,0,64,1,26,42,69,88,4,51,39,6,12,70,76,48,79,28,81,65,49
2025-11-28 14:52:03.528,24,46,2,14,89,71,77,95,60,76,50,49,30,51,34,21,57,37,58,80,80,48,47,21,13,78,51,59,60,47,24,51
2025-11-28 14:52:04.528,83,46,31,20,54,66,40,82,51,77,81,45,90,80,77,84,1,85,61,30,29,19,21,57,60,60,49,15,68,25,48,52
2025-11-28 14:52:05.529,45,46,77,10,82,24,13,32,21,90,24,39,52,18,66,47,17,71,17,61,8,3,11,18,33,8,9,70,90,28,20,36
2025-11-28 14:52:06.529,82,64,73,72,33,47,32,48,69,81,46,49,86,37,53,76,17,60,68,68,74,82,17,26,61,86,58,13,43,58,88,28
2025-11-28 14:52:07.530,13,11,36,60,23,44,68,58,87,61,22,59,25,29,9,40,5,55,68,1,26,48,71,7,54,83,88,31,79,30,70,3
2025-11-28 14:52:08.530,65,56,31,66,11,6,49,8,57,28,22,35,76,10,2,21,15,38,85,2,2,2,56,41,82,52,83,70,8,29,43,20
2025-11-28 14:52:09.531,30,31,77,29,60,89,66,44,95,36,84,66,69,40,66,29,75,4,90,17,62,86,88,34,74,3,77,19,3,33,56,9
2025-11-28 14:52:10.532,47,55,49,19,46,73,67,53,58,76,85,26,8,88,11,63,4,18,36,42,37,86,41,59,63,46,4,77,26,40,63,82
2025-11-28 14:52:11.532,52,52,57,58,63,83,53,39,22,72,34,21,5,46,45,7,18,38,13,13,40,57,86,52,11,19,70,72,78,47,16,0
2025-11-28 14:52:12.533,85,57,59,81,35,44,95,93,43,46,94,37,45,50,47,66,16,35,53,42,12,81,29,60,62,89,29,75,66,47,53,76
2025-11-28 14:52:13.534,38,90,57,78,18,34,76,32,69,62,34,72,10,44,63,47,65,10,88,0,78,82,29,35,62,35,56,32,12,55,75,60
2025-11-28 14:52:14.534,23,40,9,87,43,40,69,90,32,68,13,29,6,3,6,86,21,13,17,29,17,32,78,43,14,87,85,16,48,44,87,44
2025-11-28 14:52:15.535,14,8,43,54,36,33,76,34,47,76,48,50,56,34,39,63,58,75,49,41,55,40,38,80,74,77,85,6,41,77,45,26
2025-11-28 14:52:16.536,46,36,75,65,86,70,86,73,70,93,89,37,51,72,43,30,73,60,18,13,16,31,39,28,60,40,62,88,67,14,6,74
2025-11-28 14:52:17.536,40,79,8,2,56,32,81,84,33,62,88,83,46,72,66,30,6,68,47,33,70,24,23,69,30,24,39,79,78,14,72,20
2025-11-28 14:52:18.537,3,32,45,44,42,54,52,56,7,16,66,79,44,5,65,42,84,68,85,60,55,48,57,52,2,89,49,48,16,17,31,28
2025-11-28 14:52:19.537,47,39,13,21,90,30,35,49,46,20,35,44,78,19,33,58,25,83,2,42,7,21,1,48,70,46,31,21,2,7,67,47
2025-11-28 14:52:20.538,15,38,86,51,73,90,2,53,22,19,88,81,5,47,57,83,69,63,80,73,6,77,86,8,44,13,75,56,50,31,77,83
