Timestamp,Bin_0,Bin_1,Bin_2,Bin_3,Bin_4,Bin_5,Bin_6,Bin_7,Bin_8,Bin_9,Bin_10,Bin_11,Bin_12,Bin_13,Bin_14,Bin_15,Bin_16,Bin_17,Bin_18,Bin_19,Bin_20,Bin_21,Bin_22,Bin_23,Bin_24,Bin_25,Bin_26,Bin_27,Bin_28,Bin_29,Bin_30,Bin_31
2025-11-28 14:08:17.992,20,41,85,81,38,43,60,68,33,67,55,37,38,73,82,4,66,79,58,81,42,88,9,69,13,52,65,59,12,10,73,42
2025-11-28 14:08:18.993,46,78,55,40,89,39,79,70,73,67,88,43,71,76,77,43,60,18,90,6,86,51,43,24,57,31,41,74,59,73,30,6
2025-11-28 14:08:19.994,57,56,69,5,85,81,57,75,85,92,30,60,67,57,80,7,54,24,14,7,71,40,90,70,72,49,44,37,59,35,66,51
2025-11-28 14:08:20.994,59,10,86,55,49,90,94,31,61,45,87,33,76,91,49,84,63,57,62,81,78,65,89,2,47,29,59,74,26,27,84,9
2025-11-28 14:08:21.995,62,90,14,26,46,92,37,80,91,36,86,82,95,71,43,41,45,26,84,45,38,37,61,7,31,11,78,2,71,37,57,81
2025-11-28 14:08:22.996,29,29,46,73,37,54,64,67,66,90,33,4,19,27,84,7,24,83,58,38,12,43,70,75,27,90,44,73,40,71,67,2
2025-11-28 14:08:23.996,58,43,47,9,85,5,28,3,78,68,47,60,87,70,26,80,67,38,33,0,81,44,5,8,37,33,86,3,57,57,54,81
2025-11-28 14:08:24.997,12,23,36,74,56,32,13,63,81,38,38,42,64,74,78,75,20,42,13,28,88,1,28,51,1,35,64,24,37,53,6,30
2025-11-28 14:08:25.997,36,90,75,63,3,50,80,20,71,84,33,54,3,9,1,12,55,88,31,38,65,58,73,32,79,71,18,71,42,54,20,81
2025-11-28 14:08:26.998,21,27,38,21,79,49,94,51,64,72,92,89,62,83,93,60,12,26,16,42,73,82,23,41,86,53,9,63,68,46,85,2
2025-11-28 14:08:27.999,58,87,1,62,66,47,80,84,93,75,57,61,45,57,46,64,51,40,7,25,42,3,22,0,34,59,35,11,49,10,66,24
2025-11-28 14:08:28.999,38,48,78,54,39,85,47,91,60,68,51,71,66,59,61,28,86,44,81,77,41,15,74,42,78,29,73,70,69,29,71,63
2025-11-28 14:08:30.000,34,84,33,89,84,32,22,19,0,2,86,48,0,13,26,42,85,79,13,34,20,67,89,33,82,86,60,73,7,55,55,55
2025-11-28 14:08:31.001,44,84,35,4,52,44,71,91,74,86,78,50,90,60,52,17,86,29,11,64,59,69,34,46,23,17,52,17,27,45,66,0
2025-11-28 14:08:32.001,87,89,78,33,31,63,40,36,33,78,58,68,75,78,67,89,73,37,1,7,42,61,16,6,67,57,69,54,77,13,19,19
2025-11-28 14:08:33.002,26,7,67,71,90,8,65,80,18,7,29,35,85,60,80,84,85,87,82,2,73,54,88,72,53,74,44,54,37,45,84,36
2025-11-28 14:08:34.002,82,43,19,75,92,93,76,53,92,62,89,43,72,47,42,16,24,8,8,62,13,4,23,43,34,55,28,83,48,65,51,58
2025-11-28 14:08:35.003,68,72,75,6,46,73,51,64,70,61,90,30,50,62,78,59,41,36,64,10,61,57,32,30,90,2,3,82,90,16,24,65
2025-11-28 14:08:36.003,42,47,55,42,60,35,48,48,24,50,9,58,61,57,25,63,50,52,16,38,78,2,76,16,82,53,58,85,82,17,32,84
2025-11-28 14:08:37.004,17,20,11,17,8,65,5,78,63,70,51,52,43,0,47,80,25,42,25,20,34,20,5,77,19,57,82,87,2,16,38,75
2025-11-28 14:08:38.004,27,32,42,17,73,44,59,84,32,11,72,5,88,81,33,76,89,38,75,15,9,10,82,6,23,88,80,57,41,33,49,67
2025-11-28 14:08:39.005,22,21,40,75,95,76,72,54,83,41,37,54,45,66,60,13,60,5,38,5,16,53,6,86,63,8,2,3,6,36,49,75
2025-11-28 14:08:40.005,34,76,81,35,75,51,3,78,59,69,19,25,25,57,37,14,45,28,82,14,54,12,7,42,68,58,47,15,33,40,42,5
2025-11-28 14:08:41.006,73,16,80,19,46,82,73,72,82,38,46,46,84,43,70,42,80,2,52,8,46,65,65,22,19,50,20,77,11,86,17,85
2025-11-28 14:08:42.006,85,21,8,34,40,87,61,85,88,83,70,50,59,70,80,60,34,74,34,36,27,44,16,63,90,27,70,12,37,77,36,7
2025-11-28 14:08:43.007,86,59,26,80,76,51,30,37,72,41,85,57,32,69,89,82,37,62,10,40,90,19,65,51,36,16,88,60,32,35,67,84
